suburb,state,lat,lng
Kulgera,NT,-25.8436,133.288
Kulgun,QLD,-27.93003,152.68243
Kulikup,WA,-33.80755,116.71331
Kulin,WA,-32.67563,118.23546
Kulin West,WA,-32.62038,118.10744
Kulja,WA,-30.35806,117.31464
Kulkami,SA,-35.16789,140.08044
Kullogum,QLD,-25.27692,152.21722
Kulnura,NSW,-33.232,151.218
Kulpara,SA,-34.0416,137.989
Kulpi,QLD,-27.19051,151.72231
Kuluin,QLD,-26.657,153.059
Kulwin,NSW,-32.20929,145.08272
Kulwin,VIC,-34.98683,142.59362
Kumarina,WA,-25.30981,119.44644
Kumbarilla,QLD,-27.2935,150.947
Kumbia,QLD,-26.7,151.66667
Kunama,NSW,-35.54817,148.09251
Kunat,VIC,-35.51401,143.53798
Kunda Park,QLD,-26.665,153.034
Kundabung,NSW,-31.2,152.85
Kundat Djaru,WA,-18.22294,127.67007
Kundibakh,NSW,-31.98189,152.25607
Kundle Kundle,NSW,-31.85056,152.52674
Kungala,NSW,-29.95,153.01667
Kunghur,NSW,-28.47183,153.26479
Kunghur Creek,NSW,-28.48945,153.24976
Kunioon,QLD,-26.66936,151.91004
Kunjin,WA,-32.35749,117.75241
Kunparrka,NT,-23.1989,131.801
Kununoppin,WA,-31.11287,117.91896
Kununurra,WA,-15.60495,128.76547
Kunwarara,QLD,-23.00309,150.26825
Kunyung,VIC,-38.19128,145.07892
Kupartiya,WA,-18.19365,125.56037
Kupunn,QLD,-27.2294,151.101
Kuraby,QLD,-27.60558,153.09424
Kuranda,QLD,-16.8167,145.633
Kureelpa,QLD,-26.60721,152.90294
Kureen,QLD,-17.33169,145.59682
Kuridala,QLD,-21.03891,140.45122
Kurmond,NSW,-33.55177,150.7011
Kurnalpi,WA,-30.34739,121.96363
Kurnell,NSW,-34.01941,151.19859
Kurraba Point,NSW,-33.843,151.223
Kurraca,VIC,-36.50352,143.61736
Kurraca West,VIC,-36.52024,143.55984
Kurrajong,NSW,-33.55,150.6667
Kurrajong Heights,NSW,-33.55,150.6667
Kurrajong Hills,NSW,-33.53333,150.65
Kurralta Park,SA,-34.95,138.566
Kurrenkutten,WA,-32.35341,118.1238
Kurri Kurri,NSW,-32.81667,151.48333
Kurrimine Beach,QLD,-17.74004,146.13655
Kurrowah,QLD,-27.71713,151.10605
Kurting,VIC,-36.53816,143.82577
Kurumbul,QLD,-28.55315,150.4591
Kurunjang,VIC,-37.672,144.585
Kurwongbah,QLD,-27.2308,152.969
Kuttabul,QLD,-21.04846,148.87837
Kweda,WA,-32.33588,117.36487
Kwelkan,WA,-31.14039,117.99898
Kwinana,WA,-32.22609,115.77638
Kwinana Beach,WA,-32.22609,115.77638
Kwinana Town Centre,WA,-32.24764,115.81352
Kwolyin,WA,-31.9359,117.71388
Ky Valley,VIC,-36.28368,145.01086
Ky West,VIC,-36.29901,144.96489
Kyabram,VIC,-36.31394,145.04681
Kyabram South,VIC,-36.37902,145.07208
Kyalite,NSW,-34.9362,143.467
Kyancutta,SA,-33.13442,135.56294
Kyarran,NSW,-29.59415,152.97356
Kybeyan,NSW,-36.40065,149.42568
Kybong,QLD,-26.288,152.711
Kybunga,SA,-33.88634,138.55056
Kybybolite,SA,-36.86001,140.90311
Kyeamba,NSW,-35.451,147.5869
Kyeema,SA,-35.27658,138.67505
Kyeemagh,NSW,-33.94829,151.15711
Kyle Bay,NSW,-33.99111,151.10027
Kyneton,VIC,-37.23333,144.45
Kyneton South,VIC,-37.30152,144.45542
Kynnumboon,NSW,-28.31159,153.37414
Kynuna,QLD,-21.57832,141.92225
Kyogle,NSW,-28.62539,153.00258
Kyoomba,QLD,-28.68968,151.98725
Kyvalley,VIC,-36.2837,145.011
Kywong,NSW,-35.0124,146.73567
K’Gari,QLD,-25.51252,153.11913
La Perouse,NSW,-33.9888,151.232
La Trobe University,VIC,-37.72066,145.04834
Laanecoorie,VIC,-36.82705,143.87966
Laang,VIC,-38.36301,142.79809
Labertouche,VIC,-38.03069,145.80538
Labrador,QLD,-27.94801,153.39773
Laburnum,VIC,-37.82114,145.14537
Laceby,VIC,-36.434,146.316
Laceys Creek,QLD,-27.22211,152.73252
Lachlan,TAS,-42.83415,147.04619
Lackrana,TAS,-40.10554,148.16321
Lacmalac,NSW,-35.30941,148.27374
Lade Vale,NSW,-34.85497,149.1405
Lady Barron,TAS,-40.2125,148.24167
Ladys Pass,VIC,-36.82604,144.6863
Ladysmith,NSW,-35.20327,147.52992
Laen,VIC,-36.43131,142.81352
Laen East,VIC,-36.39815,142.90225
Laen North,VIC,-36.35584,142.8253
Laffer,SA,-36.18163,140.15221
Laffing Waters,NSW,-33.38125,149.62427
Laggan,NSW,-34.35462,149.53903
Laglan,QLD,-22.0614,146.235
Lagoon Grass,NSW,-28.79439,153.31814
Lagoon Pocket,QLD,-26.27641,152.68243
Lagrange,WA,-18.72112,121.87976
Laguna,NSW,-32.99,151.13444
Laguna Quays,QLD,-20.60656,148.66121
Lah,VIC,-36.11835,142.38962
Laharum,VIC,-36.98063,142.29318
Laidley,QLD,-27.64117,152.41027
Laidley Creek West,QLD,-27.66507,152.35358
Laidley Heights,QLD,-27.63188,152.36238
Laidley North,QLD,-27.60957,152.40933
Laidley South,QLD,-27.66932,152.38585
Lajamanu,NT,-18.33255,130.63377
Lake Albert,NSW,-35.166,147.381
Lake Albert,SA,-35.6188,139.3
Lake Alexandrina,SA,-35.4453,139.082
Lake Argyle,WA,-16.32149,128.79962
Lake Austin,WA,-27.49585,118.03527
Lake Barrine,QLD,-17.25027,145.65231
Lake Bathurst,NSW,-35.05225,149.69681
Lake Bennett,NT,-12.9592,131.165
Lake Biddy,WA,-32.91177,118.96321
Lake Boga,VIC,-35.43345,143.62113
Lake Bolac,VIC,-37.71128,142.83997
Lake Borumba,QLD,-26.53009,152.51421
Lake Brewster,NSW,-33.45852,145.994
Lake Brown,WA,-30.94638,118.34469
Lake Buloke,VIC,-36.2636,142.9707
Lake Bunga,VIC,-37.86164,148.03847
Lake Burrendong,NSW,-32.68018,149.13862
Lake Camm,WA,-32.95722,119.60486
Lake Cargelligo,NSW,-33.29859,146.37248
Lake Carlet,SA,-34.87313,139.53245
Lake Carnegie,WA,-26.23933,122.5599
Lake Cathie,NSW,-31.54653,152.83557
Lake Charm,VIC,-35.6026,143.80202
Lake Clarendon,QLD,-27.52136,152.35065
Lake Clifton,WA,-32.88433,115.71312
Lake Condah,VIC,-38.06245,141.83246
Lake Conjola,NSW,-35.26962,150.48102
Lake Coogee,WA,-32.128,115.786
Lake Cootharaba,QLD,-26.2566,153.027
Lake Cowal,NSW,-33.60451,147.4401
Lake Darlot,WA,-27.93035,121.2992
Lake Deborah,WA,-30.46721,119.75692
Lake Eacham,QLD,-17.28485,145.62595
Lake Eildon,VIC,-37.12004,145.89689
Lake Eppalock,VIC,-36.8732,144.568
Lake Everard,SA,-31.654,135.014
Lake Eyre,SA,-28.536,137.497
Lake Frome,SA,-30.6966,139.814
Lake Fyans,VIC,-37.14893,142.64232
Lake Gairdner,SA,-31.6465,135.943
Lake Gardens,VIC,-37.546,143.82
Lake George,NSW,-35.08595,149.40302
Lake Gilles,SA,-32.9413,136.745
Lake Goldsmith,VIC,-37.54494,143.3765
Lake Grace,WA,-33.10089,118.46997
Lake Harris,SA,-31.1107,135.221
Lake Haven,NSW,-33.24,151.501
Lake Heights,NSW,-34.4854,150.866
Lake Hiawatha,NSW,-29.80389,153.25919
Lake Hindmarsh,VIC,-36.0548,141.916
Lake Hinds,WA,-30.75342,116.56622
Lake Hume Village,NSW,-36.0951,147.044
Lake Illawarra,NSW,-34.54167,150.85833
Lake Innes,NSW,-31.49014,152.81994
Lake Jasper,WA,-34.41643,115.66917
Lake King,WA,-33.0874,119.6882
Lake Leake,TAS,-42.03035,147.82178
Lake Lonsdale,VIC,-37.0407,142.62963
Lake Macdonald,QLD,-26.39,152.939
Lake Macfarlane,SA,-31.9189,136.693
Lake Mackay,NT,-22.5939,128.695
Lake Manchester,QLD,-27.48872,152.74525
Lake Margaret,TAS,-41.99314,145.58806
Lake Margarette,WA,-30.74994,117.50091
Lake Marmal,VIC,-36.07615,143.53956
Lake Mary,QLD,-23.09895,150.6452
Lake Meran,VIC,-35.87105,143.81118
Lake Mokoan,VIC,-36.4641,146.021
Lake Monduran,QLD,-24.87609,151.85329
Lake Moodemere,VIC,-36.05559,146.38942
Lake Moogerah,QLD,-28.0455,152.541
Lake Morris,QLD,-16.9497,145.707
Lake Muir,WA,-34.43593,116.504
Lake Mundi,VIC,-37.51844,141.19155
Lake Munmorah,NSW,-33.1923,151.57493
Lake Ninan,WA,-30.94243,116.63966
Lake Placid,QLD,-16.8691,145.681
Lake Plains,SA,-35.36377,139.03406
Lake Powell,VIC,-34.71498,142.90407
Lake Proserpine,QLD,-20.39296,148.3601
Lake Rowan,VIC,-36.26972,145.96694
Lake Sorell,TAS,-42.11,147.17291
Lake St Clair,TAS,-42.05814,146.16564
Lake Tabourie,NSW,-35.4372,150.40515
Lake Tinaroo,QLD,-17.18189,145.56354
Lake Toolbrunup,WA,-34.13044,117.89998
Lake Torrens,SA,-31.0404,137.843
Lake Torrens Station,SA,-31.6612,137.972
Lake Tyers,VIC,-37.83963,148.12382
Lake Tyers Beach,VIC,-37.86068,148.06691
Lake Tyrrell,VIC,-35.34799,142.83217
Lake View,SA,-33.64274,138.26201
Lake Wellington,VIC,-38.09049,147.31747
Lake Wells,WA,-27.1933,123.03208
Lake Wendouree,VIC,-37.549,143.847
Lake Wivenhoe,QLD,-27.4026,152.427
Lake Wongan,VIC,-37.57943,143.1505
Lake Wyangan,NSW,-34.21771,146.02221
Lakefield,QLD,-14.8184,144.211
Lakeland,QLD,-15.86137,144.85535
Lakeland Downs,QLD,-15.8614,144.855
Lakelands,NSW,-32.961,151.65
Lakelands,WA,-32.47271,115.77071
Lakemba,NSW,-33.92004,151.07715
Lakemba Dc,NSW,-33.92,151.077
Lakes Creek,QLD,-23.36231,150.57626
Lakes Entrance,VIC,-37.85112,147.99582
Lakeside,QLD,-25.53429,152.10842
Lakeside Estate,QLD,-25.5343,152.108
Lakesland,NSW,-34.16667,150.53333
Lakewood,NSW,-31.63452,152.76472
Lakewood,WA,-30.82841,121.50736
Lal Lal,VIC,-37.68011,144.00992
Lalalty,NSW,-35.80122,145.76288
Lalbert,VIC,-35.67327,143.37407
Lalla,TAS,-41.25304,147.1813
Lalor,VIC,-37.66505,145.01076
Lalor Park,NSW,-33.7666,150.9277
Lalor Plaza,VIC,-37.67405,145.03648
Lamb Island,QLD,-27.62618,153.37709
Lamb Range,QLD,-16.97946,145.677
Lambells Lagoon,NT,-12.57625,131.23943
Lambina,SA,-26.9884,134.021
Lambs Valley,NSW,-32.58046,151.45522
Lambton,NSW,-32.91354,151.70787
Lameroo,SA,-35.2933,140.47767
Lamington,QLD,-28.28864,153.03757
Lamington,WA,-30.73493,121.46281
Lamington National Park,QLD,-28.21667,153.15
Lammermoor,QLD,-23.16083,150.76333
Lammermoor Beach,QLD,-23.1649,150.776
Lamplough,VIC,-37.13333,143.5
Lancaster,VIC,-36.3,145.11667
Lance Creek,VIC,-38.55141,145.65404
Lancefield,VIC,-37.27697,144.7284
Lancelin,WA,-31.04541,115.35328
Landers Shoot,QLD,-26.71327,152.92942
Landervale,NSW,-34.5205,146.684
Landsborough,QLD,-26.82597,152.96178
Landsborough,VIC,-37.0085,143.1337
Landsborough West,VIC,-37.01657,143.05698
Landsdale,WA,-31.80427,115.86174
Lane Cove,NSW,-33.81481,151.16639
Lane Cove Dc,NSW,-33.8148,151.166
Lane Cove North,NSW,-33.80627,151.16649
Lane Cove West,NSW,-33.81148,151.15274
Lanefield,QLD,-27.65054,152.55023
Lanena,TAS,-41.31441,146.9651
Lang Lang,VIC,-38.26667,145.56667
Lang Lang East,VIC,-38.2729,145.65231
Langdons Hill,VIC,-37.41421,144.06879
Lange,WA,-34.99156,117.89275
Langford,WA,-32.03979,115.94842
Langhorne Creek,SA,-35.29626,139.03828
Langi Kal Kal,VIC,-37.33552,143.51284
Langi Logan,VIC,-37.37166,142.93347
Langkoop,VIC,-37.09062,141.05505
Langlands,QLD,-26.78333,151.1
Langley,QLD,-25.11009,151.24781
Langley,VIC,-37.14291,144.51085
Langley Vale,NSW,-31.78846,152.56492
Langlo,QLD,-26.03497,145.71964
Langs Landing,SA,-34.5877,139.59
Langsborough,VIC,-38.6499,146.67103
Langshaw,QLD,-26.31878,152.58768
Langwarrin,VIC,-38.1609,145.19278
Langwarrin South,VIC,-38.189,145.189
Lanitza,NSW,-29.88333,153.0
Lankeys Creek,NSW,-35.81667,147.66667
Lannercost,QLD,-18.60602,146.02759
Lansdale,NSW,-32.23257,147.1808
Lansdowne,NSW,-33.89499,150.97418
Lansdowne,NT,-14.4487,132.366
Lansdowne,QLD,-25.1306,146.16505
Lansdowne Forest,NSW,-31.79286,152.60439
Lansell Plaza,VIC,-36.81041,144.24242
Lanskey,QLD,-20.68712,139.49873
Lansvale,NSW,-33.90691,150.96855
Lapoinya,TAS,-41.03333,145.56667
Lapstone,NSW,-33.774,150.637
Lara,VIC,-38.02292,144.39642
Laramba,NT,-22.5421,132.761
Larapinta,NT,-23.6931,133.831
Larapinta,QLD,-27.63333,153.0
Laravale,QLD,-28.08937,152.93898
Larbert,NSW,-35.31448,149.76027
Lardner,VIC,-38.21565,145.87462
Largs,NSW,-32.701,151.601
Largs Bay,SA,-34.821,138.494
Largs North,SA,-34.81833,138.49361
Lark Hill,QLD,-27.52204,152.59429
Larnook,NSW,-28.66337,153.12074
Larpent,VIC,-38.34999,143.50947
Larrakeyah,NT,-12.45861,130.82167
Larralea,VIC,-38.06926,143.22016
Larras Lee,NSW,-32.99386,148.84608
Larrimah,NT,-15.57483,133.2171
Lascelles,VIC,-35.5546,142.59591
Latham,ACT,-35.21722,149.03139
Latham,WA,-29.75427,116.56099
Lathlain,WA,-31.9679,115.90811
Latimer,QLD,-28.0563,153.337
Latrobe,TAS,-41.24426,146.40591
Lauderdale,TAS,-42.90428,147.48882
Laughtondale,NSW,-33.43,151.029
Launceston,TAS,-41.43322,147.14409
Launching Place,VIC,-37.774,145.588
Laura,QLD,-15.49575,144.1648
Laura,SA,-33.18333,138.3
Laura Bay,SA,-32.22809,133.832
Laurel Hill,NSW,-35.60028,148.09306
Laurie Park,SA,-36.9659,140.85376
Laurieton,NSW,-31.64654,152.79412
Lauriston,VIC,-37.25,144.38333
Lavadia,NSW,-29.70301,153.06857
Lavarack Barracks,QLD,-19.3248,146.785
Lavelle,QLD,-27.97735,151.26956
Lavender Bay,NSW,-33.84357,151.20697
Lavers Hill,VIC,-38.67904,143.37509
Laverstock,NSW,-34.68495,148.86655
Laverton,VIC,-37.8592,144.7704
Laverton,WA,-28.62566,122.40134
Laverton North,VIC,-37.82805,144.78549
Laverton Raaf,VIC,-37.86552,144.76132
Lavington,NSW,-36.05,146.933
Lavington Dc,NSW,-36.05,146.933
Law Courts,VIC,-37.47131,144.78515
Lawes,QLD,-27.56996,152.31692
Lawgi Dawes,QLD,-24.55984,150.71672
Lawitta,TAS,-42.76475,147.03809
Lawler,VIC,-36.38578,142.75227
Lawloit,VIC,-36.46385,141.46279
Lawn Hill,QLD,-18.64587,138.54427
Lawnton,QLD,-27.28388,152.98238
Lawrence,NSW,-29.5,153.1
Lawrence,VIC,-37.31947,143.90419
Lawson,ACT,-35.225,149.08806
Lawson,NSW,-33.72564,150.43703
Leabrook,SA,-34.93,138.651
Leadville,NSW,-32.03826,149.57792
Leafdale,QLD,-26.24657,151.78539
Leaghur,VIC,-35.98334,143.7949
Leanyer,NT,-12.37944,130.8975
Learmonth,VIC,-37.42218,143.71209
Learmonth,WA,-22.2618,114.09642
Leasingham,SA,-33.98004,138.63367
Leawood Gardens,SA,-34.9677,138.671
Lebrina,TAS,-41.1645,147.23073
Leconfield,NSW,-32.65274,151.39102
Leda,WA,-32.27155,115.80182
Ledcourt,VIC,-36.99881,142.55821
Ledge Point,WA,-31.10669,115.37563
Lee Creek,NSW,-32.5076,150.12463
Lee Point,NT,-12.33944,130.89306
Leederville,WA,-31.93196,115.84128
Leeka,TAS,-39.9085,147.81315
Leeman,WA,-29.94707,114.98238
Leeming,WA,-32.07962,115.86566
Leeton,NSW,-34.56667,146.4
Leets Vale,NSW,-33.432,150.951
Leeuwin,WA,-34.35169,115.16605
Leeville,NSW,-28.94947,152.97576
Lefevres Corner,NSW,-34.0253,150.629
Lefroy,TAS,-41.10011,146.99233
Lefthand Branch,QLD,-27.76448,152.24841
Legana,TAS,-41.36667,147.05
Legerwood,TAS,-41.21375,147.69887
Legume,NSW,-28.41063,152.30628
Leichardt,VIC,-36.68122,144.11448
Leichhardt,NSW,-33.88372,151.15703
Leichhardt,QLD,-27.61667,152.73333
Leigh,NSW,-30.2517,152.591
Leigh Creek,SA,-30.59081,138.39929
Leigh Creek,VIC,-37.56229,143.96231
Leigh Creek Station,SA,-30.3901,138.505
Leighton,SA,-33.65477,138.73698
Leighwood,NSW,-34.26242,149.69067
Leinster,WA,-27.916,120.69915
Leitchville,VIC,-35.90652,144.30164
Leith,TAS,-41.16644,146.26409
Lemington,NSW,-32.48235,150.95638
Lemnos,VIC,-36.35,145.46667
Lemon Tree,NSW,-33.148,151.368
Lemon Tree Passage,NSW,-32.7325,152.03833
Lemont,TAS,-42.29729,147.65994
Lemontree,QLD,-27.79237,151.29879
Len Waters Estate,NSW,-33.9143,150.854
Lenaghan,NSW,-32.848,151.629
Lenah Valley,TAS,-42.86556,147.28167
Leneva,VIC,-36.23308,146.83744
Lennard Brook,WA,-31.37997,115.91244
Lennox Head,NSW,-28.8,153.58333
Lenswood,SA,-34.91383,138.82465
Leonards Hill,VIC,-37.42038,144.12031
Leonay,NSW,-33.76506,150.64568
Leongatha,VIC,-38.47403,145.94367
Leongatha North,VIC,-38.41967,145.96928
Leongatha South,VIC,-38.53307,145.90663
Leonora,WA,-28.885,121.33083
Leopold,VIC,-38.19444,144.46709
Leppington,NSW,-33.965,150.801
Lerderderg,VIC,-37.4379,144.28132
Lerida,NSW,-34.85582,149.32214
Leschenault,WA,-33.23158,115.72851
Lesley,WA,-32.1054,116.194
Leslie,QLD,-28.15953,151.90064
Leslie Dam,QLD,-28.19343,151.91898
Leslie Manor,VIC,-38.06858,143.34237
Leslie Vale,TAS,-42.96634,147.22577
Lesmurdie,WA,-32.01318,116.03811
Letchworth,NSW,-35.36031,149.20739
Lethbridge,VIC,-37.96333,144.10659
Lethbridge Park,NSW,-33.73743,150.80134
Lethebrook,QLD,-20.54443,148.64619
Leumeah,NSW,-34.05546,150.83328
Leura,NSW,-33.71667,150.33333
Levendale,TAS,-42.53203,147.56572
Levenstrath,NSW,-29.82203,152.93824
Lewinsbrook,NSW,-32.43655,151.56632
Lewis Ponds,NSW,-33.30666,149.28369
Lewisham,NSW,-33.8949,151.14442
Lewisham,TAS,-42.82876,147.61268
Lewiston,SA,-34.60444,138.59139
Lexia,WA,-31.77826,115.9115
Lexton,VIC,-37.27926,143.51565
Leyburn,QLD,-28.03642,151.58369
Leycester,NSW,-28.77968,153.18554
Leydens Hill,QLD,-23.61255,150.41674
Liawenee,TAS,-41.90144,146.67594
Liberty Grove,NSW,-33.84167,151.08361
Licola,VIC,-37.57354,146.62456
Licola North,VIC,-37.5149,146.5518
Lidcombe,NSW,-33.8652,151.044
Lidcombe North,NSW,-33.87194,151.04131
Liddell,NSW,-32.42779,151.00311
Lidsdale,NSW,-33.36964,150.08016
Lidster,NSW,-33.29473,148.95359
Liena,TAS,-41.56127,146.22355
Lietinna,TAS,-41.15829,147.46258
Liffey,TAS,-41.68264,146.85457
Light Pass,SA,-34.4711,139.02617
Lighthouse Beach,NSW,-31.47892,152.9298
Lightning Ridge,NSW,-29.43121,147.98087
Lightsview,SA,-34.8604,138.633
Lileah,TAS,-40.95848,145.1796
Lilli Pilli,NSW,-34.06833,151.11583
Lillian Rock,NSW,-28.5372,153.16198
Lillico,TAS,-41.16557,146.29032
Lillico,VIC,-38.1232,145.96371
Lillicur,VIC,-37.16966,143.6285
Lillimur,VIC,-36.41807,141.07854
Lilliput,VIC,-36.15068,146.44597
Lilydale,NSW,-29.53064,152.67765
Lilydale,QLD,-27.61609,152.13955
Lilydale,TAS,-41.25,147.217
Lilydale,VIC,-37.76435,145.34753
Lilyfield,NSW,-33.87434,151.16469
Lilyvale,NSW,-34.17828,151.0233
Lilyvale,QLD,-27.43139,151.8731
Lilywood,QLD,-27.1017,152.8987
Lima,VIC,-36.75003,145.95048
Lima East,VIC,-36.7796,145.9644
Lima South,VIC,-36.82093,146.0041
Limbri,NSW,-31.05065,151.19349
Lime Lake,WA,-33.41599,117.37227
Limeburners Creek,NSW,-32.57243,151.89505
Limekilns,NSW,-33.27645,149.73776
Limerick,NSW,-34.21613,149.47605
Limestone,NSW,-29.18528,151.05872
Limestone,QLD,-23.632,150.44233
Limestone,VIC,-37.24047,145.49459
Limestone Creek,QLD,-23.28435,150.56466
Limestone Ridges,QLD,-27.83444,152.72833
Limevale,QLD,-28.72137,151.18599
Limmen,NT,-14.8928,135.01
Limonite,VIC,-38.4187,146.237
Limpinwood,NSW,-28.32379,153.2253
Linburn,NSW,-32.42848,149.71482
Lincoln Gap,SA,-32.5619,137.586
Lincoln National Park,SA,-34.83247,135.89744
Lindeman Island,QLD,-20.44478,149.04105
Linden,NSW,-33.71556,150.49611
Linden,QLD,-27.99758,146.56206
Linden Park,SA,-34.947,138.65
Lindendale,NSW,-28.83055,153.37414
Lindenow,VIC,-37.79943,147.46838
Lindenow South,VIC,-37.82611,147.43886
Lindesay,NSW,-30.33139,150.40986
Lindesay Creek,NSW,-28.34998,152.62128
Lindfield,NSW,-33.77879,151.16934
Lindfield West,NSW,-33.78162,151.14909
Lindifferon,NSW,-35.44854,145.18485
Lindisfarne,TAS,-42.84778,147.35306
Lindley,SA,-33.88619,139.6137
Lindon,SA,-29.2582,140.06
Lindsay,VIC,-37.66609,141.33719
Lindsay Point,VIC,-34.1,141.017
Lindum,QLD,-27.4424,153.144
Linfarne,WA,-34.16686,116.11461
Linga,VIC,-35.16969,141.69679
Linley Point,NSW,-33.82742,151.14979
Linthorpe,QLD,-27.56399,151.68043
Linton,VIC,-37.68333,143.56667
Linville,QLD,-26.83914,152.27549
Linwood,SA,-34.39124,138.7279
Lionsville,NSW,-29.19597,152.49947
Liparoo,VIC,-34.78349,142.55637
Lipson,SA,-34.30155,136.15686
Lisarow,NSW,-33.382,151.376
Lisle,TAS,-41.23461,147.32709
Lismore,NSW,-28.80932,153.28829
Lismore,VIC,-37.95529,143.34945
Lismore Dc,NSW,-28.8087,153.27
Lismore Heights,NSW,-28.80143,153.30045
Liston,NSW,-28.65204,152.10366
Litchfield,VIC,-36.29511,142.8156
Litchfield Park,NT,-13.1292,130.803
Lithgow,NSW,-33.48273,150.15702
Lithgow Dc,NSW,-33.4829,150.14
Littabella,QLD,-24.5999,152.123
Little Back Creek,NSW,-28.60394,153.03352
Little Bay,NSW,-33.98054,151.24301
Little Billabong,NSW,-35.63853,147.5087
Little Cove,QLD,-26.3856,153.096
Little Desert,VIC,-36.50258,141.76123
Little Douglas,SA,-34.5514,135.398
Little Forest,NSW,-35.29787,150.36167
Little Grove,WA,-35.06825,117.87014
Little Hampton,VIC,-37.36735,144.29208
Little Hartley,NSW,-33.59029,150.19371
Little Italy,WA,-32.62474,119.1534
Little Jacks Creek,NSW,-31.79171,150.54156
Little Jilliby,NSW,-33.24,151.36
Little Lonsdale Street,VIC,-37.81131,144.96175
Little Mountain,QLD,-26.781,153.094
Little Mulgrave,QLD,-17.12086,145.7032
Little Pelican,NSW,-33.081,151.644
Little Pine Lagoon,TAS,-42.00166,146.61009
Little Plain,NSW,-29.73926,150.95571
Little River,NSW,-35.32454,148.28509
Little River,VIC,-37.9368,144.4561
Little Sandy Desert,WA,-24.9455,121.59143
Little Swanport,TAS,-42.3405,147.93796
Little Topar,NSW,-31.78072,142.22662
Little Tuan,QLD,-25.667,152.862
Little Wobby,NSW,-33.54504,151.25046
Littlehampton,SA,-35.04045,138.8649
Littlemore,QLD,-24.4544,151.351
Littleton,NSW,-33.49584,150.14018
Liverpool,NSW,-33.92856,150.91796
Liverpool South,NSW,-33.92856,150.91796
Liverpool Westfield,NSW,-33.91921,150.92378
Livingstone,NT,-12.6829,131.08189
Lizard,QLD,-14.7468,145.394
Llanarth,NSW,-33.39541,149.54983
Llanarth,QLD,-21.46823,146.72594
Llandilo,NSW,-33.7061,150.7453
Llanelly,VIC,-36.72685,143.81661
Llangothlin,NSW,-30.07198,151.70714
Llowalong,VIC,-37.91135,147.03616
Lloyd,NSW,-35.15099,147.3214
Lloyd Creek,NT,-12.6208,131.122
Loadstone,NSW,-28.38853,152.99931
Loamside,QLD,-27.6689,152.741
Lobethal,SA,-34.90945,138.86993
Loccota,TAS,-40.22284,148.04522
Loch,VIC,-38.37384,145.6877
Loch Lomond,QLD,-28.30893,152.17838
Loch Sport,VIC,-38.07398,147.54195
Loch Valley,VIC,-37.84022,145.9977
Lochaber,SA,-36.82337,140.5211
Lochend,VIC,-37.74043,148.50527
Lochiel,NSW,-36.96226,149.81256
Lochiel,SA,-33.93698,138.13992
Lochington,QLD,-23.52729,148.16457
Lochinvar,NSW,-32.7,151.45
Lock,SA,-33.56778,135.75467
Lockes Claypan,SA,-32.4751,135.082
Lockhart,NSW,-35.2225,146.71734
Lockhart,QLD,-12.78552,143.30656
Lockhart River,QLD,-12.7845,143.343
Lockier,WA,-29.19418,115.34618
Lockington,VIC,-36.26062,144.4999
Lockleys,SA,-34.92335,138.53123
Lockridge,WA,-31.88189,115.94983
Lockrose,QLD,-27.49306,152.46111
Locksley,NSW,-33.52703,149.80391
Locksley,VIC,-36.85205,145.33993
Lockwood,VIC,-36.81548,144.1611
Lockwood South,VIC,-36.85475,144.16246
Lockyer,QLD,-27.51791,152.07693
Lockyer,WA,-35.00533,117.85687
Lockyer Waters,QLD,-27.45829,152.40933
Loddon Vale,VIC,-35.98104,143.98824
Loftus,NSW,-34.0465,151.0471
Loftville,NSW,-28.83582,153.25919
Logan,VIC,-36.61737,143.47366
Logan Central,QLD,-27.64222,153.10694
Logan City Bc,QLD,-27.6427,153.104
Logan City Dc,QLD,-27.6427,153.104
Logan Hyperdome Bc,QLD,-27.6589,153.172
Logan Reserve,QLD,-27.70333,153.11083
Logan Village,QLD,-27.77648,153.12074
Logandale,QLD,-27.6734,153.211
Loganholme,QLD,-27.68486,153.18849
Loganholme Bc,QLD,-27.6589,153.172
Loganholme Dc,QLD,-27.6849,153.188
Loganlea,QLD,-27.67639,153.13083
Logans Crossing,NSW,-31.60909,152.70006
Logie Brae,NSW,-35.46331,145.57529
Loira,TAS,-41.26696,146.89924
Lol Gray,WA,-32.73428,116.98935
London Lakes,TAS,-42.19105,146.52534
Londonderry,NSW,-33.6485,150.7355
Londonderry,WA,-31.1851,121.2364
Londrigan,VIC,-36.3379,146.43713
Lone Pine,QLD,-27.5338,152.969
Lone Pine,VIC,-36.2374,146.966
Lonesome Creek,QLD,-24.93356,150.0769
Long Beach,NSW,-35.68661,150.22844
Long Creek,NSW,-32.8283,149.599
Long Flat,NSW,-31.43333,152.48333
Long Flat,QLD,-26.26282,152.65598
Long Flat,SA,-35.12983,139.3095
Long Forest,VIC,-37.65126,144.50538
Long Gully,VIC,-36.74257,144.25658
Long Island,QLD,-20.34383,148.84937
Long Jetty,NSW,-33.357,151.485
Long Plain,NSW,-29.76258,151.22631
Long Plains,SA,-34.35526,138.3814
Long Pocket,QLD,-27.5097,152.996
Long Point,NSW,-32.56525,151.12284
Long Reach,TAS,-41.16391,146.93457
Long Reef,NSW,-33.742,151.317
